Sales_Order,Opportunity_ID,Opportunity_Name,Stage,Amount,Close_Date,Probability,Sales_Person,Sales_Person_Email,Company_Name,Company_Industry,Contact_Name,Contact_Title,Contact_Email,Contact_Phone,Created_Date,Last_Modified_Date,Next_Step,Description,Type,Lead_Source,State,Zip_Code,Payment_Terms
6306,OPP-2024-0046,Coastal Shipping Terminal Management,Perception Analysis,275000,11/10/2024,20,Alex Rodriguez,arodriguez@company.com,Coastal Shipping Inc.,Transportation,Maria Gonzalez,Terminal Manager,mgonzalez@coastalshipping.com,555-678-2345,5/20/2024,5/22/2024,Site Assessment,Terminal management system for shipping operations,New Business,LinkedIn,FL,60362,Net 45
6307,OPP-2024-0025,Golden State Credit Union Digital Banking,Negotiation/Review,310000,6/15/2024,85,David Martinez,dmartinez@company.com,Golden State Credit Union,Financial Services,Nancy Lee,Digital Banking Director,nlee@goldenstatecu.org,555-567-1234,3/20/2024,5/15/2024,Legal Review,Digital banking platform upgrade with enhanced security features,Upgrade,Existing Customer,CO,25015,2% 10 Net 30
6308,OPP-2024-0055,Northwest Credit Union Digital Banking,Negotiation/Review,265000,8/5/2024,85,David Martinez,dmartinez@company.com,Northwest Credit Union,Financial Services,Daniel Park,CTO,dpark@northwestcu.org,555-567-1234,5/10/2024,5/20/2024,Contract Finalization,Digital banking platform with mobile application,New Business,Webinar,MS,67376,2% 10 Net 30
6309,OPP-2024-0088,Eastside Transit Authority Ticketing,Qualification,245000,11/5/2024,30,Michael Chang,mchang@company.com,Eastside Transit Authority,Transportation,Jennifer Lee,Fare Systems Manager,jlee@eastsidetransit.org,555-890-4567,6/10/2024,6/15/2024,Requirements Analysis,Mobile ticketing system with contactless payment,New Business,Partner Referral,MI,21542,Net 45
6310,OPP-2024-0012,Summit Financial Advisory Services Renewal,Negotiation/Review,110000,5/30/2024,90,Sarah Johnson,sjohnson@company.com,Summit Financial Advisors,Financial Services,Andrew Morgan,Managing Partner,amorgan@summitfinancial.com,555-234-8901,4/25/2024,5/13/2024,Contract Finalization,Annual services renewal with expanded cybersecurity package,Renewal,Existing Customer,SC,49362,2% 10 Net 30
6311,OPP-2024-0078,Metro Healthcare Network Refresh,Qualification,385000,10/25/2024,25,Michael Chang,mchang@company.com,Metro Healthcare System,Healthcare,Jennifer Davis,IT Director,jdavis@metrohealthcare.org,555-890-4567,5/30/2024,6/2/2024,Technical Evaluation,Network infrastructure refresh for 8 medical facilities,Upgrade,Healthcare Conference,SD,38280,Net 60
6312,OPP-2024-0016,Riverway Insurance Claims Processing,Perception Analysis,215000,8/20/2024,20,Alex Rodriguez,arodriguez@company.com,Riverway Insurance Group,Insurance,Robert Taylor,Claims Director,rtaylor@riverwayinsurance.com,555-678-2345,5/10/2024,5/15/2024,Requirements Workshop,Automated claims processing system with AI capabilities,New Business,Cold Call,MA,87497,1% 15 Net 30
6313,OPP-2024-0046,Coastal Shipping Terminal Management,Perception Analysis,275000,11/10/2024,20,Alex Rodriguez,arodriguez@company.com,Coastal Shipping Inc.,Transportation,Maria Gonzalez,Terminal Manager,mgonzalez@coastalshipping.com,555-678-2345,5/20/2024,5/22/2024,Site Assessment,Terminal management system for shipping operations,New Business,LinkedIn,FL,60362,Net 45
6314,OPP-2024-0092,Mountain State Government Portal,Decision Makers,315000,9/20/2024,70,Sarah Johnson,sjohnson@company.com,Mountain State Government,Government,Elizabeth Wilson,IT Director,ewilson@mountainstate.gov,555-234-8901,6/15/2024,6/20/2024,Executive Briefing,Citizen portal with online services and payments,New Business,RFP,MT,68222,Net 60
6315,OPP-2024-0095,Precision Manufacturing Quality System,Negotiation/Review,325000,9/25/2024,85,David Martinez,dmartinez@company.com,Precision Manufacturing Inc.,Manufacturing,Robert Park,Quality Manager,rpark@precisionmfg.com,555-567-1234,6/25/2024,6/28/2024,Contract Finalization,Quality management system for precision manufacturing,New Business,Partner Referral,NV,73270,Net 45
6316,OPP-2024-0017,Metropolitan University IT Support Contract,Qualification,320000,9/15/2024,35,Sarah Johnson,sjohnson@company.com,Metropolitan University,Education,Jennifer Adams,IT Director,jadams@metrouniversity.edu,555-789-3456,5/7/2024,5/14/2024,Campus Visit,3-year IT support contract for main and satellite campuses,New Business,Referral,NE,64696,Net 60
6317,OPP-2024-0018,Sunshine Resorts Property Management System,Value Proposition,175000,7/5/2024,45,Michael Chang,mchang@company.com,Sunshine Resorts & Spa,Hospitality,Kevin Wong,Property Manager,kwong@sunshineresorts.com,555-890-4567,4/30/2024,5/13/2024,Demo Preparation,Integrated property management system for 8 resort locations,New Business,Partner Referral,RI,90638,Net 45
6318,OPP-2024-0066,City Water Utility Management,Perception Analysis,315000,12/5/2024,20,Alex Rodriguez,arodriguez@company.com,City Water Department,Utilities,Richard Davis,Utilities Director,rdavis@citywater.gov,555-678-2345,5/25/2024,5/28/2024,Discovery Phase,Water utility management and monitoring system,New Business,RFP,LA,82397,2% 10 Net 30
6319,OPP-2024-0010,Parkway Hotels Guest Experience Platform,Perception Analysis,155000,6/22/2024,15,David Martinez,dmartinez@company.com,Parkway Hotels & Resorts,Hospitality,Michael Johnson,Guest Relations Director,mjohnson@parkwayhotels.com,555-012-3456,5/12/2024,5/15/2024,Discovery Meeting,Mobile platform for enhanced guest experience across 25 properties,New Business,Web Demo,WI,77211,2% 10 Net 30
6320,OPP-2024-0037,Midwest School District Technology Refresh,Value Proposition,420000,11/15/2024,45,Sarah Johnson,sjohnson@company.com,Midwest School District,Education,Patricia Wilson,Technology Director,pwilson@midwestschools.org,555-789-3456,5/15/2024,5/18/2024,Budget Analysis,Technology refresh for 12 schools including hardware and software,New Business,Email Campaign,MD,98700,Net 60
6321,OPP-2024-0045,Summit Manufacturing Automation,Negotiation/Review,325000,7/20/2024,85,David Martinez,dmartinez@company.com,Summit Manufacturing Inc.,Manufacturing,Richard Lee,Production Director,rlee@summitmanufacturing.com,555-567-1234,4/25/2024,5/15/2024,Contract Details,Factory automation system for production line,New Business,Trade Show,VT,81631,Net 45
6322,OPP-2024-0098,Riverside Auto Dealership System,Qualification,215000,11/15/2024,25,Michael Chang,mchang@company.com,Riverside Auto Group,Automotive,Jennifer Davis,General Manager,jdavis@riversideauto.com,555-890-4567,6/25/2024,6/28/2024,Initial Meeting,Dealership management system for automotive group,New Business,Cold Call,IL,10435,1% 15 Net 30
6323,OPP-2024-0012,Summit Financial Advisory Services Renewal,Negotiation/Review,110000,5/30/2024,90,Sarah Johnson,sjohnson@company.com,Summit Financial Advisors,Financial Services,Andrew Morgan,Managing Partner,amorgan@summitfinancial.com,555-234-8901,4/25/2024,5/13/2024,Contract Finalization,Annual services renewal with expanded cybersecurity package,Renewal,Existing Customer,SC,49362,2% 10 Net 30
6324,OPP-2024-0053,Valley School District Learning Management,Proposal/Price Quote,175000,8/15/2024,65,Michael Chang,mchang@company.com,Valley School District,Education,Thomas Rivera,Curriculum Director,trivera@valleyschools.org,555-345-9012,5/1/2024,5/18/2024,District Presentation,Learning management system for K-12 schools,New Business,Education Conference,AZ,18655,Net 60
6325,OPP-2024-0055,Northwest Credit Union Digital Banking,Negotiation/Review,265000,8/5/2024,85,David Martinez,dmartinez@company.com,Northwest Credit Union,Financial Services,Daniel Park,CTO,dpark@northwestcu.org,555-567-1234,5/10/2024,5/20/2024,Contract Finalization,Digital banking platform with mobile application,New Business,Webinar,MS,67376,2% 10 Net 30
6326,OPP-2024-0036,Highland Brewery Production Management,Perception Analysis,175000,10/20/2024,15,Alex Rodriguez,arodriguez@company.com,Highland Brewery,Food & Beverage,Daniel Murphy,Production Manager,dmurphy@highlandbrewery.com,555-678-2345,5/18/2024,5/20/2024,Discovery Session,Production management and inventory control system,New Business,Trade Show,NC,45600,2% 10 Net 30
6327,OPP-2024-0055,Northwest Credit Union Digital Banking,Negotiation/Review,265000,8/5/2024,85,David Martinez,dmartinez@company.com,Northwest Credit Union,Financial Services,Daniel Park,CTO,dpark@northwestcu.org,555-567-1234,5/10/2024,5/20/2024,Contract Finalization,Digital banking platform with mobile application,New Business,Webinar,MS,67376,2% 10 Net 30
6328,OPP-2024-0016,Riverway Insurance Claims Processing,Perception Analysis,215000,8/20/2024,20,Alex Rodriguez,arodriguez@company.com,Riverway Insurance Group,Insurance,Robert Taylor,Claims Director,rtaylor@riverwayinsurance.com,555-678-2345,5/10/2024,5/15/2024,Requirements Workshop,Automated claims processing system with AI capabilities,New Business,Cold Call,MA,87497,1% 15 Net 30
6329,OPP-2024-0057,Golden Gate Retail Analytics Platform,Value Proposition,125000,10/15/2024,45,Sarah Johnson,sjohnson@company.com,Golden Gate Retail Group,Retail,Amanda Torres,Marketing Director,atorres@goldengateretail.com,555-789-3456,5/20/2024,5/22/2024,Requirements Gathering,Customer analytics platform for retail chain,New Business,Trade Show,PA,63853,2% 10 Net 30
6330,OPP-2024-0080,Westcoast Logistics Tracking System,Needs Analysis,275000,10/15/2024,35,David Martinez,dmartinez@company.com,Westcoast Logistics Inc.,Transportation,Sarah Miller,Operations Director,smiller@westcoastlogistics.com,555-012-6789,5/25/2024,6/2/2024,Requirements Gathering,Logistics tracking system with mobile capabilities,New Business,Partner ReferralOPP-2024-0061,HI,35771,Net 45
6331,OPP-2024-0042,Riverdale Healthcare Analytics Platform,Decision Makers,215000,7/15/2024,75,Sarah Johnson,sjohnson@company.com,Riverdale Healthcare,Healthcare,Elizabeth Moore,Analytics Director,emoore@riverdalehealthcare.org,555-234-8901,4/20/2024,5/15/2024,Final Presentation,Healthcare analytics platform for patient outcomes optimization,New Business,Conference,ND,86343,Net 45
6332,OPP-2024-0077,Northwest Winery Management Platform,Value Proposition,155000,11/5/2024,45,Sarah Johnson,sjohnson@company.com,Northwest Wine Collective,Food & Beverage,Robert Wilson,Operations Manager,rwilson@northwestwine.com,555-789-3456,5/25/2024,5/30/2024,Site Assessment,Production and inventory management for wine producers,New Business,Industry Event,WI,85585,1% 15 Net 30
6333,OPP-2024-0078,Metro Healthcare Network Refresh,Qualification,385000,10/25/2024,25,Michael Chang,mchang@company.com,Metro Healthcare System,Healthcare,Jennifer Davis,IT Director,jdavis@metrohealthcare.org,555-890-4567,5/30/2024,6/2/2024,Technical Evaluation,Network infrastructure refresh for 8 medical facilities,Upgrade,Healthcare Conference,SD,38280,Net 60
6334,OPP-2024-0011,NextGen Biotech Lab Systems,Decision Makers,275000,6/30/2024,70,Alex Rodriguez,arodriguez@company.com,NextGen Biotech,Biotechnology,Sarah Williams,Lab Director,swilliams@nextgenbio.com,555-123-7890,3/25/2024,5/14/2024,Executive Approval,Advanced laboratory information management systems,New Business,Trade Show,ND,93310,1% 15 Net 30
6335,OPP-2024-0076,Eastern Insurance Policy System,Perception Analysis,295000,12/15/2024,20,Alex Rodriguez,arodriguez@company.com,Eastern Insurance Group,Insurance,Michelle Thompson,Operations Director,mthompson@easterninsurance.com,555-678-2345,5/28/2024,5/30/2024,Discovery Workshop,Policy management system with customer portal,New Business,Cold Call,MD,36812,Net 45
6336,OPP-2024-0057,Golden Gate Retail Analytics Platform,Value Proposition,125000,10/15/2024,45,Sarah Johnson,sjohnson@company.com,Golden Gate Retail Group,Retail,Amanda Torres,Marketing Director,atorres@goldengateretail.com,555-789-3456,5/20/2024,5/22/2024,Requirements Gathering,Customer analytics platform for retail chain,New Business,Trade Show,PA,63853,2% 10 Net 30
6337,OPP-2024-0060,Sunrise Energy Monitoring Platform,Needs Analysis,235000,9/30/2024,30,David Martinez,dmartinez@company.com,Sunrise Energy Corporation,Energy,William Chen,Facilities Manager,wchen@sunriseenergy.com,555-012-6789,5/20/2024,5/24/2024,Technical Assessment,Energy monitoring and optimization system for corporate campus,New Business,Partner ReferralOpportunity_ID,DE,57201,Net 45
6338,OPP-2024-0090,Grand Hotel Group Property Management,Needs Analysis,295000,11/20/2024,30,David Martinez,dmartinez@company.com,Grand Hotel Group,Hospitality,Sarah Brown,Operations Director,sbrown@grandhotelgroup.com,555-012-6789,6/15/2024,6/18/2024,Site Assessment,Property management system for luxury hotel chain,New Business,Industry EventOPP-2024-0071,VA,96717,1% 15 Net 30
6339,OPP-2024-0072,Riverside Healthcare Analytics,Decision Makers,195000,8/25/2024,70,Sarah Johnson,sjohnson@company.com,Riverside Healthcare System,Healthcare,Robert Chen,Analytics Director,rchen@riversidehealthcare.org,555-234-8901,5/25/2024,5/30/2024,Stakeholder Presentation,Healthcare analytics platform for patient outcome improvement,New Business,Healthcare Conference,MA,76604,Net 60
6340,OPP-2024-0035,Pacific Shipping Logistics Platform,Negotiation/Review,265000,7/10/2024,80,David Martinez,dmartinez@company.com,Pacific Shipping Company,Transportation,Karen Lee,Logistics Director,klee@pacificshipping.com,555-567-1234,4/15/2024,5/15/2024,Contract Review,Logistics management platform with real-time tracking,New Business,Partner Referral,KY,83485,Net 45
6341,OPP-2024-0092,Mountain State Government Portal,Decision Makers,315000,9/20/2024,70,Sarah Johnson,sjohnson@company.com,Mountain State Government,Government,Elizabeth Wilson,IT Director,ewilson@mountainstate.gov,555-234-8901,6/15/2024,6/20/2024,Executive Briefing,Citizen portal with online services and payments,New Business,RFP,MT,68222,Net 60
6342,OPP-2024-0008,Thompson Construction IT Infrastructure,Value Proposition,185000,7/25/2024,40,Michael Chang,mchang@company.com,Thompson Construction,Construction,Daniel Thompson,CEO,dthompson@thompsonconstruction.com,555-890-1234,5/2/2024,5/14/2024,Site Assessment,Complete IT infrastructure for new headquarters building,New Business,LinkedIn,IL,22775,Net 30
6343,OPP-2024-0095,Precision Manufacturing Quality System,Negotiation/Review,325000,9/25/2024,85,David Martinez,dmartinez@company.com,Precision Manufacturing Inc.,Manufacturing,Robert Park,Quality Manager,rpark@precisionmfg.com,555-567-1234,6/25/2024,6/28/2024,Contract Finalization,Quality management system for precision manufacturing,New Business,Partner Referral,NV,73270,Net 45
6344,OPP-2024-0073,State Government Records Management,Proposal/Price Quote,365000,9/15/2024,65,Michael Chang,mchang@company.com,State Government Office,Government,Thomas Garcia,Records Administrator,tgarcia@stategov.gov,555-345-9012,5/15/2024,5/30/2024,Budget Approval,Electronic records management with compliance features,New Business,RFP,OH,85512,Net 60
6345,OPP-2024-0011,NextGen Biotech Lab Systems,Decision Makers,275000,6/30/2024,70,Alex Rodriguez,arodriguez@company.com,NextGen Biotech,Biotechnology,Sarah Williams,Lab Director,swilliams@nextgenbio.com,555-123-7890,3/25/2024,5/14/2024,Executive Approval,Advanced laboratory information management systems,New Business,Trade Show,ND,93310,1% 15 Net 30
6346,OPP-2024-0087,Alpine Resorts Booking System,Value Proposition,165000,11/15/2024,40,Sarah Johnson,sjohnson@company.com,Alpine Resorts Group,Hospitality,Michael Torres,Reservations Manager,mtorres@alpineresorts.com,555-789-3456,6/10/2024,6/15/2024,Demo Session,Reservation and property management system for ski resorts,New Business,Trade Show,WV,56465,Net 45
6347,OPP-2024-0073,State Government Records Management,Proposal/Price Quote,365000,9/15/2024,65,Michael Chang,mchang@company.com,State Government Office,Government,Thomas Garcia,Records Administrator,tgarcia@stategov.gov,555-345-9012,5/15/2024,5/30/2024,Budget Approval,Electronic records management with compliance features,New Business,RFP,OH,85512,Net 60
6348,OPP-2024-0065,Regional Bank Fraud Detection,Negotiation/Review,285000,8/15/2024,90,David Martinez,dmartinez@company.com,Regional Banking Corporation,Financial Services,Elizabeth Wilson,Security Officer,ewilson@regionalbank.com,555-567-1234,5/20/2024,5/25/2024,Final Review,Fraud detection system with AI capabilities,New Business,Webinar,WI,95691,Net 30
6349,OPP-2024-0070,Evergreen Manufacturing ERP System,Needs Analysis,385000,10/10/2024,35,David Martinez,dmartinez@company.com,Evergreen Manufacturing Inc.,Manufacturing,Michael Brown,Operations Director,mbrown@evergreenmfg.com,555-012-6789,5/22/2024,5/28/2024,Requirements Gathering,Enterprise resource planning system for manufacturing operations,New Business,Partner ReferralOPP-2024-0031,WA,89857,Net 45
6350,OPP-2024-0082,Northern Regional Hospital Patient Portal,Decision Makers,185000,9/5/2024,75,Sarah Johnson,sjohnson@company.com,Northern Regional Hospital,Healthcare,Elizabeth Chen,Patient Services Director,echen@northernhospital.org,555-234-8901,6/5/2024,6/8/2024,Executive Approval,Patient portal with appointment scheduling and records access,New Business,Healthcare Conference,MN,29039,Net 60
6351,OPP-2024-0042,Riverdale Healthcare Analytics Platform,Decision Makers,215000,7/15/2024,75,Sarah Johnson,sjohnson@company.com,Riverdale Healthcare,Healthcare,Elizabeth Moore,Analytics Director,emoore@riverdalehealthcare.org,555-234-8901,4/20/2024,5/15/2024,Final Presentation,Healthcare analytics platform for patient outcomes optimization,New Business,Conference,ND,86343,Net 45
6352,OPP-2024-0082,Northern Regional Hospital Patient Portal,Decision Makers,185000,9/5/2024,75,Sarah Johnson,sjohnson@company.com,Northern Regional Hospital,Healthcare,Elizabeth Chen,Patient Services Director,echen@northernhospital.org,555-234-8901,6/5/2024,6/8/2024,Executive Approval,Patient portal with appointment scheduling and records access,New Business,Healthcare Conference,MN,29039,Net 60
6353,OPP-2024-0012,Summit Financial Advisory Services Renewal,Negotiation/Review,110000,5/30/2024,90,Sarah Johnson,sjohnson@company.com,Summit Financial Advisors,Financial Services,Andrew Morgan,Managing Partner,amorgan@summitfinancial.com,555-234-8901,4/25/2024,5/13/2024,Contract Finalization,Annual services renewal with expanded cybersecurity package,Renewal,Existing Customer,SC,49362,2% 10 Net 30
6354,OPP-2024-0015,Fresh Harvest Inventory Management,Decision Makers,135000,6/10/2024,75,David Martinez,dmartinez@company.com,Fresh Harvest Foods,Food & Beverage,Elizabeth Brown,Inventory Manager,ebrown@freshharvestfoods.com,555-567-1234,4/20/2024,5/12/2024,Final Presentation,Real-time inventory management system for perishable goods,New Business,Industry Event,IN,60947,2% 10 Net 30
6355,OPP-2024-0001,Enterprise Security Solution Implementation,Needs Analysis,125000,5/20/2024,30,Alex Rodriguez,arodriguez@company.com,Pinnacle Technologies,Technology,Martin Chen,IT Director,mchen@pinnacle-tech.com,555-123-4567,5/5/2024,5/10/2024,Technical Demo,Enterprise-wide security implementation for all 8 office locations,New Business,Trade Show,NJ,84641,1% 15 Net 30
6356,OPP-2024-0070,Evergreen Manufacturing ERP System,Needs Analysis,385000,10/10/2024,35,David Martinez,dmartinez@company.com,Evergreen Manufacturing Inc.,Manufacturing,Michael Brown,Operations Director,mbrown@evergreenmfg.com,555-012-6789,5/22/2024,5/28/2024,Requirements Gathering,Enterprise resource planning system for manufacturing operations,New Business,Partner ReferralOPP-2024-0031,WA,89857,Net 45
6357,OPP-2024-0048,Forest Products Inventory Control,Qualification,195000,9/15/2024,30,Michael Chang,mchang@company.com,Forest Products Inc.,Manufacturing,Emily Taylor,Supply Chain Manager,etaylor@forestproducts.com,555-890-4567,5/22/2024,5/24/2024,Initial Assessment,Inventory control system for timber products manufacturing,New Business,Partner Referral,CT,95039,2% 10 Net 30
6358,OPP-2024-0020,Premier Auto Dealer Management System,Needs Analysis,225000,8/5/2024,30,David Martinez,dmartinez@company.com,Premier Auto Group,Automotive,Jason Williams,General Manager,jwilliams@premierauto.com,555-012-6789,5/1/2024,5/14/2024,Requirements Gathering,Comprehensive dealer management system for new and used vehicle sales,New Business,Industry Event,CT,77321,2% 10 Net 30
6359,OPP-2024-0068,Regional Transit Ticketing System,Qualification,225000,10/15/2024,30,Michael Chang,mchang@company.com,Regional Transit Authority,Transportation,Andrew Wilson,Fare Systems Manager,awilson@regionaltransit.org,555-890-4567,5/25/2024,5/30/2024,Needs Analysis,Mobile ticketing system with contactless payment,New Business,Industry Event,ND,53075,Net 45
6360,OPP-2024-0018,Sunshine Resorts Property Management System,Value Proposition,175000,7/5/2024,45,Michael Chang,mchang@company.com,Sunshine Resorts & Spa,Hospitality,Kevin Wong,Property Manager,kwong@sunshineresorts.com,555-890-4567,4/30/2024,5/13/2024,Demo Preparation,Integrated property management system for 8 resort locations,New Business,Partner Referral,RI,90638,Net 45
6361,OPP-2024-0075,Advanced Materials Quality Control,Negotiation/Review,235000,8/25/2024,80,David Martinez,dmartinez@company.com,Advanced Materials Inc.,Manufacturing,Jason Park,Quality Director,jpark@advancedmaterials.com,555-567-1234,6/5/2024,5/28/2024,Contract Review,Quality control system for specialized manufacturing,New Business,Trade Show,FL,28336,Net 45
6362,OPP-2024-0037,Midwest School District Technology Refresh,Value Proposition,420000,11/15/2024,45,Sarah Johnson,sjohnson@company.com,Midwest School District,Education,Patricia Wilson,Technology Director,pwilson@midwestschools.org,555-789-3456,5/15/2024,5/18/2024,Budget Analysis,Technology refresh for 12 schools including hardware and software,New Business,Email Campaign,MD,98700,Net 60
6363,OPP-2024-0032,Northeast Medical Group EHR Integration,Decision Makers,285000,7/5/2024,70,Sarah Johnson,sjohnson@company.com,Northeast Medical Group,Healthcare,Michael Brown,Medical Director,mbrown@northeastmedical.org,555-234-8901,4/10/2024,5/15/2024,Stakeholder Meeting,Electronic health record integration across 15 clinics,New Business,Industry Event,KY,26127,Net 60
6364,OPP-2024-0088,Eastside Transit Authority Ticketing,Qualification,245000,11/5/2024,30,Michael Chang,mchang@company.com,Eastside Transit Authority,Transportation,Jennifer Lee,Fare Systems Manager,jlee@eastsidetransit.org,555-890-4567,6/10/2024,6/15/2024,Requirements Analysis,Mobile ticketing system with contactless payment,New Business,Partner Referral,MI,21542,Net 45
6365,OPP-2024-0056,Metropolitan Police Records Management,Perception Analysis,320000,11/25/2024,15,Alex Rodriguez,arodriguez@company.com,Metropolitan Police Department,Government,Michael Wilson,Records Administrator,mwilson@metropolice.gov,555-678-2345,5/25/2024,5/28/2024,Initial Assessment,Records management system with compliance features,New Business,RFP,NM,51394,Net 60
6366,OPP-2024-0040,Blue Sky Airlines Maintenance System,Needs Analysis,355000,9/10/2024,30,David Martinez,dmartinez@company.com,Blue Sky Airlines,Aviation,Laura Martinez,Maintenance Director,lmartinez@blueskyair.com,555-012-6789,5/10/2024,5/15/2024,Requirements Workshop,Aircraft maintenance tracking and scheduling system,New Business,Industry Event,IA,97839,Net 60
6367,OPP-2024-0098,Riverside Auto Dealership System,Qualification,215000,11/15/2024,25,Michael Chang,mchang@company.com,Riverside Auto Group,Automotive,Jennifer Davis,General Manager,jdavis@riversideauto.com,555-890-4567,6/25/2024,6/28/2024,Initial Meeting,Dealership management system for automotive group,New Business,Cold Call,IL,10435,1% 15 Net 30
6368,OPP-2024-0027,Dynamic Marketing Agency CRM Implementation,Value Proposition,115000,8/18/2024,40,Sarah Johnson,sjohnson@company.com,Dynamic Marketing Group,Marketing,Julia Martinez,Account Director,jmartinez@dynamicmarketing.com,555-789-3456,5/8/2024,5/15/2024,Needs Analysis,Custom CRM implementation with marketing automation integration,New Business,Webinar,SC,40176,Net 60
6369,OPP-2024-0057,Golden Gate Retail Analytics Platform,Value Proposition,125000,10/15/2024,45,Sarah Johnson,sjohnson@company.com,Golden Gate Retail Group,Retail,Amanda Torres,Marketing Director,atorres@goldengateretail.com,555-789-3456,5/20/2024,5/22/2024,Requirements Gathering,Customer analytics platform for retail chain,New Business,Trade Show,PA,63853,2% 10 Net 30
6370,OPP-2024-0066,City Water Utility Management,Perception Analysis,315000,12/5/2024,20,Alex Rodriguez,arodriguez@company.com,City Water Department,Utilities,Richard Davis,Utilities Director,rdavis@citywater.gov,555-678-2345,5/25/2024,5/28/2024,Discovery Phase,Water utility management and monitoring system,New Business,RFP,LA,82397,2% 10 Net 30
6371,OPP-2024-0023,Harbor Logistics Fleet Management,Proposal/Price Quote,235000,7/30/2024,60,Michael Chang,mchang@company.com,Harbor Logistics,Transportation,Rebecca Torres,Operations Manager,rtorres@harborlogistics.com,555-345-9012,4/25/2024,5/14/2024,ROI Analysis,Fleet management and route optimization solution for 120 vehicles,New Business,Webinar,FL,58016,Net 45
6372,OPP-2024-0085,Pacific Manufacturing ERP System,Negotiation/Review,355000,9/10/2024,85,David Martinez,dmartinez@company.com,Pacific Manufacturing Co.,Manufacturing,Robert Johnson,Operations Director,rjohnson@pacificmfg.com,555-567-1234,6/15/2024,6/12/2024,Contract Review,Enterprise resource planning system for manufacturing operations,New Business,Industry Event,DE,95043,Net 45
6373,OPP-2024-0010,Parkway Hotels Guest Experience Platform,Perception Analysis,155000,6/22/2024,15,David Martinez,dmartinez@company.com,Parkway Hotels & Resorts,Hospitality,Michael Johnson,Guest Relations Director,mjohnson@parkwayhotels.com,555-012-3456,5/12/2024,5/15/2024,Discovery Meeting,Mobile platform for enhanced guest experience across 25 properties,New Business,Web Demo,WI,77211,2% 10 Net 30
6374,OPP-2024-0033,Metro Transit Authority Ticketing System,Proposal/Price Quote,350000,8/12/2024,65,Michael Chang,mchang@company.com,Metro Transit Authority,Transportation,Susan Williams,Ticketing Director,swilliams@metrotransit.gov,555-345-9012,4/20/2024,5/15/2024,Cost Analysis,Mobile ticketing system with contactless payment capabilities,New Business,RFP,OH,80905,Net 45
6375,OPP-2024-0097,Northern Community College IT Services,Value Proposition,195000,11/25/2024,45,Sarah Johnson,sjohnson@company.com,Northern Community College,Education,Michael Wilson,IT Director,mwilson@northerncc.edu,555-789-3456,6/20/2024,6/25/2024,Campus Evaluation,Managed IT services for multi-campus college,New Business,Education Conference,VT,73236,Net 60
6376,OPP-2024-0037,Midwest School District Technology Refresh,Value Proposition,420000,11/15/2024,45,Sarah Johnson,sjohnson@company.com,Midwest School District,Education,Patricia Wilson,Technology Director,pwilson@midwestschools.org,555-789-3456,5/15/2024,5/18/2024,Budget Analysis,Technology refresh for 12 schools including hardware and software,New Business,Email Campaign,MD,98700,Net 60
6377,OPP-2024-0022,Elite Sports Performance Analytics,Decision Makers,145000,6/25/2024,70,Sarah Johnson,sjohnson@company.com,Elite Sports Academy,Sports,Marcus Johnson,Performance Director,mjohnson@elitesports.org,555-234-8901,4/10/2024,5/15/2024,Executive Demo,Athletic performance analytics platform for training optimization,New Business,Trade Show,KS,41363,1% 15 Net 30
6378,OPP-2024-0076,Eastern Insurance Policy System,Perception Analysis,295000,12/15/2024,20,Alex Rodriguez,arodriguez@company.com,Eastern Insurance Group,Insurance,Michelle Thompson,Operations Director,mthompson@easterninsurance.com,555-678-2345,5/28/2024,5/30/2024,Discovery Workshop,Policy management system with customer portal,New Business,Cold Call,MD,36812,Net 45
6379,OPP-2024-0060,Sunrise Energy Monitoring Platform,Needs Analysis,235000,9/30/2024,30,David Martinez,dmartinez@company.com,Sunrise Energy Corporation,Energy,William Chen,Facilities Manager,wchen@sunriseenergy.com,555-012-6789,5/20/2024,5/24/2024,Technical Assessment,Energy monitoring and optimization system for corporate campus,New Business,Partner ReferralOpportunity_ID,DE,57201,Net 45
6380,OPP-2024-0086,City Transportation Management,Perception Analysis,285000,12/25/2024,25,Alex Rodriguez,arodriguez@company.com,City Transportation Department,Government,Sarah Davis,Transportation Director,sdavis@citytransportation.gov,555-678-2345,6/5/2024,6/10/2024,Discovery Phase,Transportation management system for urban transit,New Business,RFP,AL,75114,Net 60
6381,OPP-2024-0067,Mountain Resort Property Management,Value Proposition,135000,10/25/2024,40,Sarah Johnson,sjohnson@company.com,Mountain Resort Properties,Hospitality,Rebecca Martinez,Operations Director,rmartinez@mountainresort.com,555-789-3456,5/22/2024,5/25/2024,Demo Session,Property management system for mountain resort properties,New Business,Trade Show,MT,84949,2% 10 Net 30
6382,OPP-2024-0018,Sunshine Resorts Property Management System,Value Proposition,175000,7/5/2024,45,Michael Chang,mchang@company.com,Sunshine Resorts & Spa,Hospitality,Kevin Wong,Property Manager,kwong@sunshineresorts.com,555-890-4567,4/30/2024,5/13/2024,Demo Preparation,Integrated property management system for 8 resort locations,New Business,Partner Referral,RI,90638,Net 45
